plant,disease,area_m2,severity,lat,lon,date
Potato,Late Blight,4535,0.27,-0.3495,-76.9454,2025-07-03
Potato,Late Blight,4784,0.12,-4.0249,-79.2908,2025-10-31
Potato,Late Blight,4074,0.68,-2.9048,-79.1024,2026-02-01
Potato,Black Scurf,2057,0.75,-1.1073,-77.6363,2025-09-21
Tomato,Yellow Leaf Curl Virus,501,0.92,-0.8128,-78.7428,2025-09-09
Potato,Late Blight,1321,0.41,-0.9017,-78.5279,2026-02-28
Potato,Early Blight,2329,0.33,-4.0312,-79.2362,2025-10-24
Tomato,Bacterial Spot,417,0.92,-1.0857,-77.814,2025-05-29
Tomato,Bacterial Spot,4544,0.77,-1.1129,-80.2927,2025-09-14
Potato,Late Blight,4030,0.12,-2.3216,-79.9298,2025-10-05
Tomato,Yellow Leaf Curl Virus,3487,0.63,-0.0517,-78.4178,2026-02-14
Potato,Early Blight,4164,0.76,-1.4929,-78.0274,2025-09-03
Tomato,Yellow Leaf Curl Virus,4651,0.5,-3.0018,-78.9219,2025-12-01
Potato,Black Scurf,3558,0.18,-1.0761,-79.371,2025-09-19
Potato,Black Scurf,924,0.46,-2.7721,-79.0699,2025-05-12
Potato,Black Scurf,2023,0.72,-2.1926,-79.7731,2026-02-04
Tomato,Leaf Mold,2647,0.29,-1.7061,-77.7938,2025-09-14
Potato,Early Blight,1194,0.29,-0.2699,-76.9272,2025-04-05
Potato,Black Scurf,3548,0.7,0.3834,-77.9437,2025-04-19
Tomato,Late Blight,1932,0.94,-1.0156,-78.5786,2025-11-02
Potato,Late Blight,538,0.81,-3.8225,-79.1193,2026-01-07
Tomato,Late Blight,1683,0.36,-2.4082,-78.182,2025-05-07
Tomato,Septoria Leaf Spot,4286,0.99,-1.7307,-78.5565,2025-05-02
Potato,Common Scab,1112,0.37,-0.8075,-78.4295,2025-11-25
Tomato,Yellow Leaf Curl Virus,1919,0.4,-0.4522,-76.8685,2025-07-06
Potato,Black Scurf,2286,0.88,0.3513,-78.1376,2025-05-10
Tomato,Bacterial Spot,4897,0.56,-2.9908,-78.7984,2025-04-15
Tomato,Septoria Leaf Spot,1250,0.88,-0.0882,-78.3746,2025-11-19
Potato,Black Scurf,1000,0.1,-4.1099,-79.0942,2025-12-17
Potato,Late Blight,1965,0.54,-2.9961,-79.0651,2025-12-27
Tomato,Target Spot,4151,0.1,-0.2855,-78.5931,2026-03-01
Tomato,Yellow Leaf Curl Virus,2946,0.2,-3.8982,-79.2978,2025-04-28
Tomato,Target Spot,947,0.54,-3.953,-79.2629,2026-02-16
Potato,Black Scurf,470,0.14,-1.7341,-78.7275,2025-07-21
Tomato,Leaf Mold,110,0.47,-0.0619,-78.7068,2025-09-28
Potato,Late Blight,4701,0.77,-0.0442,-76.9401,2025-05-28
Tomato,Late Blight,1926,0.19,-0.2119,-78.4617,2025-08-27
Tomato,Spider Mites,1115,0.77,-1.9843,-79.8055,2025-11-01
Tomato,Leaf Mold,754,0.82,0.3335,-78.253,2025-05-18
Tomato,Late Blight,4381,0.11,-1.0929,-79.6541,2025-12-01
Potato,Late Blight,3790,0.26,-0.0885,-78.6482,2026-03-19
Potato,Black Scurf,1931,0.29,-2.1961,-78.2601,2025-12-30
Potato,Common Scab,4467,0.41,-2.1815,-78.0243,2025-10-23
Potato,Late Blight,4259,0.69,-3.0343,-79.091,2025-08-10
Tomato,Yellow Leaf Curl Virus,467,0.48,-1.4243,-77.8403,2026-03-09
Tomato,Bacterial Spot,1860,0.42,-0.4796,-76.9544,2025-09-25
Potato,Black Scurf,3788,0.85,-1.0187,-78.6225,2025-07-03
Potato,Common Scab,1484,0.33,-0.3841,-78.6693,2025-07-31
Potato,Early Blight,3887,0.5,-0.9481,-79.3828,2025-06-15
Potato,Black Scurf,1423,0.57,-0.6948,-76.9176,2026-03-05
Potato,Black Scurf,4504,0.47,-2.3878,-78.0755,2025-05-20
Tomato,Target Spot,2616,0.55,-0.8074,-78.2426,2025-07-13
Potato,Black Scurf,2437,0.81,-3.9635,-79.2032,2026-01-06
Potato,Early Blight,4593,0.25,-2.1434,-79.6043,2025-10-03
Tomato,Late Blight,510,0.27,-2.1861,-78.1531,2025-12-12
Tomato,Late Blight,1813,0.91,-2.2609,-79.7597,2025-12-08
Tomato,Spider Mites,3378,0.26,-0.9451,-78.7491,2025-04-23
Tomato,Spider Mites,2980,0.17,-0.2186,-78.8209,2025-08-14
Tomato,Septoria Leaf Spot,2927,0.21,-0.939,-79.3292,2025-07-22
Tomato,Spider Mites,3868,0.23,-0.6092,-77.1618,2026-01-08
Potato,Late Blight,1128,0.92,-0.8521,-77.7714,2025-10-19
Tomato,Bacterial Spot,1515,0.72,-2.3559,-78.4196,2025-05-12
Potato,Early Blight,1901,0.94,-1.578,-78.7815,2026-02-10
Potato,Common Scab,4947,0.64,-0.4327,-76.9432,2025-10-14
Tomato,Septoria Leaf Spot,1454,0.84,-1.5327,-78.1882,2025-11-25
Potato,Early Blight,3678,0.79,-0.945,-77.779,2025-10-16
Tomato,Septoria Leaf Spot,1369,0.58,-1.2517,-80.2775,2025-06-12
Potato,Black Scurf,4272,0.82,-2.3368,-78.1434,2026-02-01
Potato,Black Scurf,4851,0.63,-1.1608,-80.4983,2025-08-06
Potato,Late Blight,4263,0.18,-4.1625,-79.3173,2025-05-15
Potato,Early Blight,767,0.62,-0.2816,-77.0568,2025-06-18
Tomato,Yellow Leaf Curl Virus,823,0.21,-1.1965,-78.5694,2026-02-02
Potato,Common Scab,1495,0.46,0.1923,-78.1369,2025-08-25
Potato,Early Blight,4673,0.98,-1.0313,-80.3293,2025-05-23
Tomato,Target Spot,4535,0.86,-0.357,-78.5351,2025-04-27
Tomato,Spider Mites,561,0.6,-0.9419,-78.6227,2025-09-21
Potato,Black Scurf,2780,0.76,-1.6036,-77.8863,2026-01-14
Tomato,Spider Mites,2505,0.13,-1.2872,-78.5495,2026-03-16
Potato,Late Blight,4310,0.12,-1.6937,-78.7329,2025-03-31
Tomato,Septoria Leaf Spot,3731,0.1,-0.9266,-77.7946,2025-05-07
Potato,Black Scurf,3072,0.39,0.0334,-76.8736,2025-08-17
Tomato,Bacterial Spot,1426,0.43,-2.0292,-79.7295,2026-01-01
Tomato,Leaf Mold,3286,0.7,-0.5457,-77.0342,2025-09-30
Potato,Common Scab,1246,0.79,-0.521,-76.8014,2026-02-08
Tomato,Bacterial Spot,140,0.5,0.4246,-78.1907,2025-08-19
Tomato,Septoria Leaf Spot,3045,0.22,0.1803,-76.816,2026-03-03
Tomato,Septoria Leaf Spot,1165,0.77,-2.3383,-77.9753,2025-07-23
Potato,Common Scab,1574,0.46,-4.0544,-79.255,2025-07-23
Potato,Late Blight,208,0.73,-0.9439,-78.6101,2026-03-05
Tomato,Bacterial Spot,2763,0.47,-0.0158,-78.4694,2025-09-14
Tomato,Target Spot,2415,0.39,-1.7022,-78.2166,2025-06-26
Potato,Late Blight,4551,0.58,-1.0205,-78.7101,2025-12-17
Tomato,Late Blight,2469,0.21,-1.5446,-78.7561,2026-03-17
Tomato,Septoria Leaf Spot,3046,0.22,-2.3494,-79.6929,2025-05-09
Tomato,Bacterial Spot,3194,0.44,0.0637,-77.0683,2026-02-07
Tomato,Yellow Leaf Curl Virus,3719,0.14,-1.2053,-78.5993,2025-11-21
Tomato,Bacterial Spot,2787,0.16,-2.219,-78.0385,2026-02-21
Tomato,Yellow Leaf Curl Virus,3856,0.55,-1.4827,-78.0643,2025-06-09
Potato,Black Scurf,4308,0.66,-1.8408,-78.487,2025-10-13
Potato,Black Scurf,4691,0.97,-1.7726,-78.4037,2026-01-06
Tomato,Target Spot,1050,0.87,-1.1087,-77.7989,2026-02-04
Potato,Common Scab,1358,0.8,-0.0302,-77.025,2025-10-30
Tomato,Septoria Leaf Spot,4197,0.85,-0.3274,-78.5671,2025-11-19
Tomato,Septoria Leaf Spot,2662,0.44,-2.279,-79.5872,2025-11-18
Potato,Black Scurf,240,0.89,-3.9996,-78.9935,2026-01-07
Tomato,Leaf Mold,252,0.15,-0.9377,-77.7843,2025-07-17
Potato,Black Scurf,1955,0.61,-1.1257,-78.6997,2026-02-05
Potato,Late Blight,634,0.49,-1.0974,-77.8159,2026-01-25
Potato,Late Blight,3413,0.4,-3.0138,-79.2529,2026-01-08
Potato,Black Scurf,4904,0.97,0.2635,-76.8133,2025-07-31
Potato,Early Blight,4589,0.13,-2.1855,-79.7527,2026-01-20
Tomato,Yellow Leaf Curl Virus,843,0.99,-2.8516,-78.7202,2025-11-20
Potato,Black Scurf,3566,0.31,-1.1744,-78.6072,2025-04-24
Tomato,Late Blight,686,0.56,-0.4723,-76.8932,2025-04-16
Potato,Black Scurf,4191,0.53,0.5776,-78.0616,2025-11-05
Potato,Early Blight,1879,0.85,-2.2904,-80.0292,2026-03-24
Potato,Black Scurf,898,0.31,0.105,-77.0425,2025-12-10
Potato,Black Scurf,2656,0.58,-0.9725,-77.8176,2025-08-08
Tomato,Leaf Mold,4162,0.77,-2.1902,-79.7577,2025-06-17
Tomato,Target Spot,1744,0.8,-2.1228,-79.7928,2025-06-19
Tomato,Late Blight,1262,0.13,-1.3947,-78.468,2025-06-17
Potato,Black Scurf,4106,0.7,-1.1765,-78.7371,2025-10-31
Tomato,Leaf Mold,4656,0.87,-0.2976,-78.4053,2025-07-09
Potato,Common Scab,4137,0.68,-2.8944,-79.1425,2025-04-28
Tomato,Leaf Mold,4438,0.56,-2.4072,-77.9565,2025-05-29
Potato,Common Scab,1224,0.13,-2.7518,-78.9351,2025-11-01
Potato,Late Blight,3743,0.66,0.4874,-78.0542,2025-07-20
Tomato,Spider Mites,4330,0.64,-4.1077,-79.3589,2025-06-20
Potato,Late Blight,3975,0.65,0.301,-78.0113,2025-11-03
Tomato,Leaf Mold,3249,0.36,-1.0125,-78.5834,2026-01-04
Tomato,Spider Mites,1624,0.72,-0.9494,-79.64,2026-02-02
Tomato,Late Blight,1831,0.28,-2.9091,-78.985,2025-11-23
Tomato,Bacterial Spot,4863,0.15,-0.9754,-77.9274,2025-08-28
Potato,Common Scab,1055,0.26,-0.0364,-78.4932,2025-05-23
Tomato,Leaf Mold,2651,0.93,-0.8293,-79.4899,2025-08-16
Potato,Black Scurf,591,0.78,-1.3364,-78.6255,2026-02-24
Tomato,Bacterial Spot,1258,0.75,-0.3378,-77.0093,2025-12-25
Tomato,Leaf Mold,1480,0.85,-0.1536,-76.8757,2025-09-18
Tomato,Yellow Leaf Curl Virus,3910,0.38,-1.1446,-77.8915,2025-08-02
Tomato,Septoria Leaf Spot,223,0.83,0.0218,-76.7999,2025-06-10
Potato,Common Scab,735,0.31,-0.9784,-80.2983,2025-11-20
Tomato,Yellow Leaf Curl Virus,2622,0.61,-2.2483,-79.7472,2025-03-31
Potato,Black Scurf,2909,0.38,-0.9606,-80.2871,2025-10-04
Potato,Late Blight,4065,0.76,-1.5229,-78.1876,2025-05-21
Potato,Late Blight,2716,0.37,-0.6207,-77.1245,2025-10-04
Potato,Early Blight,1014,0.21,-0.7584,-78.5532,2025-08-02
Tomato,Yellow Leaf Curl Virus,3765,0.73,-0.7539,-77.6599,2025-12-12
Tomato,Target Spot,1731,0.91,-0.2063,-78.5224,2025-05-28
Potato,Late Blight,1958,0.49,-1.4131,-78.074,2025-11-08
Tomato,Bacterial Spot,4040,0.88,-2.9443,-78.9007,2026-01-31
Potato,Black Scurf,1696,0.75,-1.2177,-80.284,2025-05-03
Tomato,Late Blight,1698,0.26,-0.8736,-79.5089,2025-04-07
Tomato,Late Blight,2540,0.94,-2.0966,-79.6,2025-12-01
Tomato,Bacterial Spot,3179,0.3,0.2273,-76.8331,2025-11-06
Tomato,Leaf Mold,2867,0.14,-1.2525,-77.4938,2025-11-27
Potato,Early Blight,158,0.78,-4.0361,-79.2999,2025-05-29
Potato,Black Scurf,2745,0.92,-0.0523,-78.7192,2025-11-14
Potato,Common Scab,1382,0.98,-0.9324,-80.1756,2025-04-04
Tomato,Late Blight,854,0.88,-2.3282,-79.7297,2026-03-09
Tomato,Late Blight,4212,0.93,-0.5017,-77.0587,2025-11-22
Tomato,Late Blight,3902,0.48,-0.0265,-76.982,2025-05-07
Potato,Black Scurf,2332,0.76,-2.2346,-79.8401,2025-12-05
Tomato,Septoria Leaf Spot,2007,0.99,-1.1555,-78.5181,2025-07-05
Potato,Common Scab,677,0.37,-0.8708,-79.3575,2025-09-17
Tomato,Bacterial Spot,4185,0.24,-2.1658,-79.7098,2025-10-23
Potato,Black Scurf,688,0.73,-0.8321,-78.6415,2025-09-22
Tomato,Septoria Leaf Spot,1002,0.61,-1.1145,-78.7432,2026-03-21
Potato,Common Scab,4752,0.75,-0.4211,-76.9535,2025-11-15
Tomato,Bacterial Spot,4866,0.21,-1.0652,-77.7712,2026-02-24
Potato,Common Scab,3609,0.13,-2.1737,-78.1378,2025-05-22
Potato,Early Blight,906,0.38,-0.3282,-76.845,2025-09-08
Tomato,Spider Mites,4857,0.44,-3.853,-79.2605,2025-08-04
Tomato,Yellow Leaf Curl Virus,2622,0.57,-3.8546,-79.127,2025-11-03
Tomato,Bacterial Spot,3823,0.18,-1.4199,-77.9715,2025-05-31
Potato,Common Scab,2056,0.17,-0.3562,-76.6324,2025-06-13
Tomato,Bacterial Spot,2445,0.98,-2.3608,-78.2145,2025-09-14
Potato,Common Scab,559,0.79,-3.9458,-78.9358,2026-02-15
Potato,Common Scab,4237,0.64,-1.5879,-78.6592,2025-10-05
Potato,Early Blight,1955,0.2,-0.3293,-78.4871,2025-11-22
Potato,Late Blight,3094,0.53,-1.6323,-78.6551,2025-12-11
Tomato,Yellow Leaf Curl Virus,4877,0.92,-0.1601,-76.7109,2025-04-09
Potato,Black Scurf,2579,0.44,-1.1775,-78.5537,2025-06-27
Potato,Black Scurf,3194,0.84,-1.6841,-77.8569,2025-10-23
Potato,Early Blight,1029,0.46,-0.2567,-76.8324,2025-05-16
Tomato,Late Blight,3057,0.68,-0.2996,-78.3675,2025-07-10
Potato,Black Scurf,2288,0.63,-0.8379,-78.7372,2025-08-27
Potato,Late Blight,1287,0.76,0.0231,-76.6414,2025-04-21
Potato,Early Blight,1642,0.94,-2.8462,-78.9903,2025-07-20
Potato,Early Blight,966,0.77,-1.6731,-78.7817,2025-12-14
Tomato,Spider Mites,567,0.48,-2.9291,-79.0747,2026-03-18
Tomato,Spider Mites,2046,1.0,-2.0974,-79.7945,2025-04-04
Potato,Late Blight,1617,0.28,-2.4011,-77.9811,2026-01-21
Potato,Early Blight,1717,0.73,-1.512,-77.9714,2026-01-12
Potato,Early Blight,812,0.37,-0.3732,-76.9424,2025-06-03
Potato,Black Scurf,597,0.29,-2.3393,-78.1065,2025-04-20
Tomato,Yellow Leaf Curl Virus,234,0.46,-2.8679,-79.0605,2025-08-25
Potato,Late Blight,3092,0.39,-1.2989,-78.5339,2026-01-05
Potato,Black Scurf,3365,0.21,-2.8125,-78.9302,2025-10-08
Tomato,Yellow Leaf Curl Virus,4566,0.11,-3.83,-79.3266,2025-04-29
Potato,Early Blight,307,0.45,0.1966,-78.2797,2025-04-05
Potato,Late Blight,3721,0.14,-3.8251,-79.2505,2025-07-02
Tomato,Bacterial Spot,1146,0.87,-1.1414,-78.6158,2025-04-09
Potato,Common Scab,3986,0.96,-0.87,-78.3927,2025-07-10
Potato,Common Scab,3828,0.79,0.3357,-76.8602,2026-01-24
Potato,Common Scab,3752,0.59,0.325,-78.1948,2025-10-13
Potato,Late Blight,1023,0.11,-1.1199,-79.5122,2025-12-26
Tomato,Bacterial Spot,2819,0.96,-0.9711,-78.7096,2026-01-21
Tomato,Yellow Leaf Curl Virus,4877,0.32,-3.9156,-78.9965,2026-01-26
Potato,Black Scurf,4395,0.59,-1.0233,-77.7201,2026-01-20
Potato,Early Blight,658,0.58,0.0371,-76.9827,2026-01-23
Tomato,Target Spot,2713,0.25,-2.4314,-79.7428,2025-08-19
Potato,Late Blight,4446,0.57,-3.7457,-79.21,2026-03-09
Tomato,Spider Mites,1900,0.64,-1.2398,-77.9375,2025-06-01
Potato,Early Blight,363,0.37,-1.5238,-78.0711,2025-11-24
Tomato,Target Spot,891,0.28,-3.9695,-79.0091,2025-08-06
Potato,Early Blight,4287,0.93,-2.3541,-79.761,2025-05-04
Potato,Common Scab,1930,0.7,-1.0721,-77.9692,2025-08-02
Tomato,Leaf Mold,2154,0.76,-2.7509,-78.8016,2025-12-23
Tomato,Spider Mites,1256,0.64,-0.9352,-78.5551,2025-09-19
Potato,Early Blight,458,0.65,-0.9932,-78.6605,2025-06-05
Tomato,Yellow Leaf Curl Virus,1351,0.55,-1.9826,-79.9633,2026-03-05
Potato,Early Blight,3517,0.28,-1.6508,-78.8698,2025-03-28
Tomato,Septoria Leaf Spot,3831,0.21,-1.5149,-78.5165,2026-03-03
Tomato,Spider Mites,2368,0.49,-2.7771,-78.879,2026-02-18
Potato,Black Scurf,3173,0.36,-1.0052,-80.2784,2026-03-21
Tomato,Leaf Mold,714,0.99,-1.1093,-80.2583,2025-09-19
Tomato,Leaf Mold,1319,0.54,-2.2205,-79.8165,2025-07-12
Tomato,Leaf Mold,4493,0.62,0.2776,-77.9156,2025-04-07
Potato,Black Scurf,4504,0.28,0.3031,-78.1649,2026-01-26
Potato,Early Blight,250,0.81,-1.5175,-78.8646,2025-10-02
Potato,Black Scurf,4574,0.49,-0.3335,-77.0721,2025-07-02
Potato,Early Blight,423,0.32,-0.5995,-76.8837,2026-03-09
Tomato,Bacterial Spot,4511,0.87,-1.59,-77.907,2025-05-17
Potato,Early Blight,4401,0.14,-2.3342,-78.0855,2025-10-14
Tomato,Yellow Leaf Curl Virus,4064,0.16,0.2302,-76.8707,2025-12-10
Potato,Black Scurf,4344,0.99,-1.0587,-79.476,2025-05-28
Potato,Early Blight,4178,0.45,-3.8332,-79.2402,2026-03-13
Tomato,Late Blight,4574,0.42,0.0026,-76.7966,2026-02-25
Tomato,Leaf Mold,1187,0.64,-1.6546,-78.6823,2025-09-14
Potato,Early Blight,512,0.64,-0.9077,-77.7852,2025-10-28
Potato,Black Scurf,306,0.41,-2.1466,-79.55,2025-07-15
Tomato,Bacterial Spot,962,0.66,-2.1491,-79.8786,2025-12-01
Tomato,Late Blight,3542,0.35,-2.7991,-78.9246,2025-07-14
Potato,Black Scurf,3906,0.37,-1.5294,-78.0435,2025-04-12
Potato,Late Blight,564,0.76,-0.1136,-78.5656,2025-10-24
Potato,Black Scurf,1788,0.81,-1.3214,-78.4604,2025-12-28
Tomato,Yellow Leaf Curl Virus,2212,1.0,-0.3739,-76.9238,2026-03-20
Potato,Early Blight,4846,0.73,-0.8017,-78.6656,2025-04-05
Potato,Early Blight,4048,0.41,-3.775,-79.2038,2025-11-11
Potato,Early Blight,131,0.42,-0.1083,-78.6471,2025-06-05
Tomato,Yellow Leaf Curl Virus,4230,0.51,-1.491,-78.2038,2025-11-23
Potato,Common Scab,4518,0.85,-4.1815,-79.2063,2025-08-05
Tomato,Target Spot,129,0.89,-0.9499,-79.5753,2026-01-15
Tomato,Septoria Leaf Spot,2775,0.84,0.4152,-77.8944,2025-10-10
Tomato,Late Blight,3076,0.62,-1.7748,-78.6196,2025-04-19
Tomato,Late Blight,471,0.7,0.021,-76.9602,2026-01-05
Tomato,Target Spot,1280,0.78,-2.7907,-79.0806,2026-02-26
Potato,Early Blight,2850,0.19,-1.5641,-78.0104,2026-02-19
Tomato,Leaf Mold,2348,0.65,-0.5676,-77.1358,2025-10-14
Potato,Late Blight,2322,0.53,-0.3761,-77.0046,2025-04-18
Potato,Early Blight,369,0.78,-0.8513,-78.6789,2025-04-03
Potato,Common Scab,2964,0.64,-0.2816,-78.3654,2025-05-13
Tomato,Septoria Leaf Spot,683,0.33,-3.0886,-78.9035,2026-02-02
Potato,Black Scurf,3886,0.81,-3.9251,-79.1251,2025-08-11
Tomato,Yellow Leaf Curl Virus,4183,0.96,-2.306,-78.1693,2025-07-09
Tomato,Spider Mites,2604,0.89,-2.1246,-78.0665,2025-06-24
Tomato,Spider Mites,3602,0.51,-1.4367,-77.9636,2025-08-17
Tomato,Target Spot,3489,0.87,-1.23,-79.1761,2025-07-20
Potato,Common Scab,1868,0.86,-2.8966,-78.9401,2025-04-17
Tomato,Septoria Leaf Spot,1966,1.0,0.0681,-78.5544,2025-07-15
Potato,Black Scurf,883,0.72,-1.6226,-78.5696,2025-11-06
Tomato,Bacterial Spot,1397,0.31,-2.1755,-80.0309,2025-12-17
Tomato,Spider Mites,3680,0.34,-2.2508,-78.1788,2025-09-29
Potato,Black Scurf,2940,0.63,-1.0397,-77.7482,2025-09-21
Potato,Black Scurf,4108,0.31,-0.4008,-76.967,2025-05-22
Potato,Early Blight,810,1.0,-1.2192,-80.1775,2025-10-13
Potato,Black Scurf,4414,0.2,-1.2869,-78.3383,2025-12-28
Tomato,Spider Mites,1550,0.54,-0.9628,-77.8913,2025-05-24
Tomato,Leaf Mold,779,0.51,-2.1772,-79.8704,2025-04-17
Tomato,Leaf Mold,2845,0.14,-2.7503,-78.8812,2025-11-13
Potato,Early Blight,4200,0.62,-1.6489,-78.7874,2025-10-08
Potato,Black Scurf,2277,0.79,-4.0571,-79.3013,2026-03-07
Tomato,Spider Mites,3546,0.65,-2.9752,-78.8487,2025-09-10
Tomato,Yellow Leaf Curl Virus,3304,0.36,-2.8709,-78.9897,2025-12-03
Potato,Late Blight,2091,0.51,-0.8423,-78.8679,2025-10-06
Tomato,Spider Mites,598,0.35,-2.9098,-79.0384,2025-06-12
Tomato,Bacterial Spot,1222,0.12,-0.7601,-78.5309,2025-12-07
Potato,Late Blight,1288,0.84,-2.0651,-79.7505,2025-09-14
Tomato,Yellow Leaf Curl Virus,3599,0.18,-1.6516,-78.2769,2025-10-10
Potato,Black Scurf,1342,0.65,-1.0817,-80.2878,2025-06-27
Tomato,Target Spot,1515,0.62,0.0885,-76.6813,2025-11-24
Potato,Early Blight,1859,0.44,-1.2444,-78.8607,2025-06-30
Tomato,Yellow Leaf Curl Virus,4568,0.59,-0.1489,-78.3721,2025-06-21
Potato,Common Scab,2731,0.36,-1.0677,-80.3649,2025-06-20
Potato,Late Blight,1498,0.58,-0.741,-78.3708,2025-10-24
Potato,Common Scab,2966,0.86,-2.9595,-79.0893,2025-12-23
Tomato,Yellow Leaf Curl Virus,2929,0.93,-1.0578,-79.3062,2025-09-28
Tomato,Septoria Leaf Spot,4787,0.61,-0.2732,-78.3583,2026-03-14
Potato,Black Scurf,865,0.31,-0.0132,-78.5253,2025-08-05
Tomato,Septoria Leaf Spot,2018,0.75,-2.2141,-78.2059,2025-07-21
Potato,Early Blight,949,0.56,-0.1391,-78.6419,2025-06-30
Potato,Black Scurf,1632,0.96,0.0177,-76.7442,2025-10-14
Tomato,Leaf Mold,4747,0.14,-0.9085,-79.531,2025-08-24
Tomato,Septoria Leaf Spot,511,0.44,-0.2794,-78.5898,2025-07-30
Tomato,Leaf Mold,3779,0.73,-2.8891,-79.043,2025-11-25
Potato,Early Blight,4751,0.75,0.5117,-78.0337,2025-08-14
Potato,Black Scurf,920,0.32,0.0809,-76.8549,2025-05-21
Potato,Early Blight,2029,0.86,-0.1499,-78.6206,2025-03-27
Potato,Late Blight,508,0.67,-2.9405,-78.9627,2025-05-09
Potato,Common Scab,550,0.73,-0.8816,-77.8059,2025-07-15
Potato,Early Blight,1300,0.79,0.1991,-77.0312,2026-03-17
Tomato,Spider Mites,1015,0.79,-2.1927,-79.8273,2025-08-11
Potato,Early Blight,4511,0.1,-0.9951,-78.7395,2025-06-28
Tomato,Septoria Leaf Spot,3757,0.17,-1.172,-77.9557,2025-10-21
Tomato,Spider Mites,3168,0.9,-0.1091,-76.7057,2025-09-01
Tomato,Spider Mites,3542,0.55,-2.1393,-79.8592,2026-01-31
Tomato,Septoria Leaf Spot,4902,0.99,-1.5878,-78.6878,2026-01-11
Tomato,Leaf Mold,3727,0.41,-2.3341,-78.1131,2025-06-22
Potato,Early Blight,1344,0.27,-2.0733,-79.4141,2025-05-03
Tomato,Yellow Leaf Curl Virus,3748,0.48,-1.7233,-78.6465,2025-10-27
Potato,Late Blight,3466,0.86,-1.1402,-77.7179,2025-07-24
Potato,Late Blight,1474,0.89,-2.0903,-79.8309,2025-07-11
Tomato,Spider Mites,2574,0.38,-1.6687,-78.111,2025-05-26
Potato,Common Scab,2421,0.5,0.0701,-76.7722,2026-01-01
Tomato,Septoria Leaf Spot,1811,0.95,-1.0435,-79.3425,2025-05-15
Potato,Late Blight,4961,0.41,0.138,-77.8883,2026-03-22
Potato,Late Blight,1021,0.59,0.2646,-77.0527,2025-03-30
Tomato,Bacterial Spot,3790,0.17,-2.4687,-78.3095,2025-11-23
Potato,Black Scurf,3940,0.29,-1.0697,-80.2619,2025-12-14
Potato,Black Scurf,2698,0.45,-2.5191,-78.095,2025-06-05
Tomato,Yellow Leaf Curl Virus,994,0.85,-1.1388,-78.5351,2025-12-01
Tomato,Yellow Leaf Curl Virus,4877,0.49,0.1816,-76.9897,2025-07-11
Tomato,Bacterial Spot,2566,0.16,-2.3393,-78.107,2025-10-03
Potato,Early Blight,1433,0.74,-1.0909,-79.4307,2025-12-08
Potato,Common Scab,129,0.67,-0.8151,-77.8881,2025-11-08
Potato,Early Blight,1992,0.75,-0.3115,-78.676,2025-06-20
Tomato,Septoria Leaf Spot,2610,0.76,-0.2147,-78.4059,2025-12-22
Potato,Common Scab,423,0.3,-3.6229,-79.5378,2026-03-10
Potato,Late Blight,1206,0.92,-1.078,-80.0516,2026-01-29
Tomato,Yellow Leaf Curl Virus,3909,0.77,-2.214,-78.0706,2025-04-11
Tomato,Late Blight,2967,0.92,-2.13,-79.5867,2025-08-31
Potato,Late Blight,923,0.84,-2.1482,-78.328,2026-02-04
Tomato,Late Blight,991,0.37,-2.1527,-79.9426,2025-12-31
Tomato,Leaf Mold,2734,0.95,-2.0649,-79.8639,2026-03-02
Tomato,Leaf Mold,3667,0.49,-2.8419,-78.9722,2025-06-01
Tomato,Late Blight,1818,0.82,-1.2026,-79.3031,2026-02-03
Potato,Early Blight,2624,0.54,-1.6399,-77.805,2025-07-03
Potato,Early Blight,4631,0.98,0.3801,-77.984,2025-12-02
Potato,Common Scab,987,0.33,-0.9176,-79.5491,2025-07-10
Potato,Late Blight,4978,0.44,0.2108,-78.1791,2025-05-02
Tomato,Leaf Mold,2645,0.36,-0.9341,-77.796,2025-07-20
Tomato,Target Spot,4010,0.6,-4.0978,-79.3173,2026-01-07
Potato,Common Scab,4336,0.45,-0.6965,-78.6773,2025-11-25
Potato,Common Scab,4329,0.13,-2.4105,-79.8034,2025-10-13
Potato,Black Scurf,3019,0.43,-1.1367,-77.8215,2025-12-30
Tomato,Septoria Leaf Spot,1319,0.77,-1.4233,-77.9886,2025-06-29
Tomato,Septoria Leaf Spot,195,0.18,-0.975,-77.7898,2025-07-07
Tomato,Septoria Leaf Spot,1798,0.61,-1.0738,-78.5246,2025-05-25
Tomato,Spider Mites,3773,0.5,-1.6181,-78.7018,2025-09-14
Potato,Late Blight,3793,0.29,-1.1058,-78.6934,2025-07-24
Tomato,Septoria Leaf Spot,2986,0.4,0.4482,-78.1489,2025-10-30
Potato,Early Blight,3873,0.64,-2.1897,-79.7983,2025-04-04
Potato,Early Blight,1257,0.92,-1.1358,-80.0824,2025-10-15
Potato,Common Scab,4662,0.56,-2.2982,-79.7956,2026-02-24
Potato,Common Scab,4769,0.79,-1.4918,-77.7695,2025-09-17
Tomato,Septoria Leaf Spot,4004,0.81,-0.4658,-76.721,2025-03-30
Tomato,Late Blight,3619,0.61,-0.5358,-76.9562,2025-07-07
Potato,Early Blight,4523,0.79,-1.0525,-80.2507,2025-09-22
Potato,Common Scab,1673,0.72,-0.9874,-77.8315,2025-08-21
